id,dialogue,summary
13611803,"Harry: and? have you listened to it?
Jacob: listened to what?
Harry: to the song i sent you 3 days ago -.-
Jacob: oh shit, i completely forgot...
Harry: ofc again
Jacob: don't be like this :* i'll do that later tonight
Harry: heh, okay
Harry: i'm really curious what you'll think about it
Jacob: i'll let you know, a bit busy right now, speak to you later!
Harry: okay","Harry reminds Jacob about sending a song, Jacob forgot, promises to listen later. Curiosity and understanding expressed."
13729817,"Ray: u in ur room?
Max: no whats up
Ray: someone locked the door from outside -_-
Max: wtf xD
Ray: yeah dude cmon u gotta let me out
Max: but im out
Ray: are u kidding me
Max: sorry man XD
Ray: dude i have to pee
Max: HAHAHAHHAHAHA XD
Ray: thats not funny >.<
Max: it actually is xD
Ray: can u ask someone else to do it
Max: yea let me see if my roommates there
Ray: HURRY
Max: hes coming
Ray: tell him to HURRYYY
Max: hes on his way 
Ray: he opened it, thanks
Max: enjoy XD","Ray is locked in his room, asking Max to unlock door. Max jokes before getting help. Ray is freed."
13810694,"Josh: I need to buy an iPad?
Josh: do u think apple it's a good choice?
Brian: Nope, u gonna pay to have the sign of apple  on yr fucking iPad.
Josh: so what would u recommend?
Brian: u mean brands?
Brian: Samsung, Xiaomi, Sony
Brian: depends on yr budget..
Josh: let's say 2000..
Brian: what about this ? <file_other>
Brian: or this <file_other>
Brian: actually, if u want samsung I can get it cheaper for u
Josh: oh, good
Brian: call me after work, ok?
Josh: ok","Josh contemplates buying an iPad, Brian recommends Samsung, Xiaomi, or Sony due to budget constraints. They plan to discuss further later."
13820547,"Olafur: are we doing anything for New Year's Eve?
Nathalie: I was thinking about something classy, like opera or sth like that
Zoe: how much does it cost?
Olafur: opera is not for me
Nathalie: so what do you propose?
Nathalie: it's 100$ 
Olafur: I was thinking about partying somewhere
Nathalie: partying sounds fun, as long as it will be classy
Zoe: <file_link>
Zoe: Breakfast at Tiffany's party sounds classy
Olafur: <file_link> 
Olafur: is it classy enough?
Nathalie: :O
Nathalie: this club is AMAZING
Zoe: whoa
Nathalie: we'll going to Soho then
Olafur: we just need to hurry up and buy some tickets soon
Zoe: sure","The friends discuss New Year's Eve plans, debating between opera and a party, finally deciding on a classy club."
13728313,"Kim: Hey, listen, have you got any idea where I can get some fresh ramal fish in Warsaw?
Margot: Hi, I don't know about ""fresh"", but you could try the marketplace at Polna street. 
Margot: Other than that, I haven't got a clue...
Kim: Already tried Polna :(
Margot: Ah!
Margot: Hm...
Margot: And did you check Internet for fish market in Warsaw?
Kim: Yeah, there's none.
Kim: Or I didn't find it. 
Margot: You could have a look at restaurants' menus. And if you find it there, you could ask about their source. 
Margot: Although I'm not sure they'd eager to give you such infromation. But you can always try..
Kim: Great idea, I haven't though about this! Thx!
Kim: I'll try. After all, I have nothing to loose. 
Margot: Btw, is there a special occasion you want to cook it for?
Kim: Yes! Acctually I'll grill it ;)
Kim: And it's a surprise, so I'm not giving away any details!
Margot: I'm so curious!
Margot: I understant it's sth good, so I'm happy for you girl :)
Kim: Indeed, it's good. But you won't get any more infromation from me now.
Kim: All in good time :)
Margot: Cruel you! Find that fish!!! ;)
Kim: :D","Kim seeks fresh ramal fish in Warsaw, Margot suggests checking the Polna street marketplace and restaurant menus. Kim plans a surprise meal."
13730868,"Tom: Ben. We've decided. 2pm in the Oval Room.
Ben: Ok, I'll be there
Tom: Take all your papers, it's going to be a fight! And remember: take no prisoners, shoot to kill!
Ben: hahaha, we have to win this battle.
Tom: We will, the justice is on our side.","Tom and Ben plan a meeting to discuss a matter, aiming to win with justice on their side."
13862919,"Ashleigh: Looks like we're going to the cinema!! 
Ashleigh: <file_gif>
Peter: You got the job??
Ashleigh: I got hte job! :D
Peter: <file_gif>
Ashleigh: <file_gif>",Ashleigh is excited about going to the cinema and tells Peter she got the job. Peter congratulates her.
13682034,"Danna: How's your Saturday?
Reed: It was alright thanks
Danna: Good
Reed: Yours ?
Danna: Boring
Reed: Why?
Danna: I'm angry I called maybe 5-8 of my friends and they aren't around or are busy.
Reed: Shame
Danna: So it's is the next boring weekend for me
Reed: That sucks
Danna: The only thing I can do is watching TV -.-
Reed: Haha lucky you
Danna: Yeah haha
Reed: I don't have tv, our subscription expired and they never renewed it. They want us to pay for it so fuck it
Danna: Yeah. What are you doing?
Reed: I'm in bed
Danna: Work tomorrow?
Reed: No. Off tomorrow
Danna: Nice
Reed: Indeed","Danna had a boring Saturday due to friends being busy, planning to watch TV. Reed was relaxed at home."
13728444-1,"Maddie: I'm in Asda, do you need anything?
John: could do with a white bread and some apples 
Maddie: ok. Gala?
John: yes please ta","Maddie asks John if he needs groceries, John requests white bread and apples, specifying he wants Gala apples."
13829161,"Elliot: i can't talk rn, i'm rly busy
Elliot: can i call u back in about 2 hours?
Jordan: Not really, I'm going to a funeral.
Jordan: I'll call you tonight, ok?
Elliot: sure
Elliot: whose funeral is it?
Jordan: My colleague's, Brad.
Jordan: I told you about him, he had a liver cancer.
Elliot: i'm so sorry man, i hope u're ok
Elliot: i'll call u at 8 pm","Elliot is busy, wants to call back later. Jordan going to a funeral. Brad died of liver cancer."
13680110,"Flo: OMG, I can't get into the salon until the 6th!
Gina: What? Why?
Flo: They're just too busy. I'm going to be gray! LOL!
Gina: Get you a touch-up kit at Tesco!
Flo: Gonna have to!","Flo can't get a salon appointment, so Gina suggests buying a touch-up kit from Tesco."
13864619,"Ying: <file_photo>
Ying: my 10 years challenge everyone
Helen: wow
Norma: :O
Zazu: dude...
Zazu: I'm impressed","Ying shows a photo for the 10-year challenge, and his friends are impressed by the transformation."
13862773,"Randolph: Honey
Randolph: Are you still in the pharmacy?
Maya: Yes
Randolph: Buy me some earplugs please
Maya: How many pairs?
Randolph: 4 or 5 packs
Maya: I'll get you 5
Randolph: Thanks darling","Randolph asks Maya to buy earplugs, she agrees and gets him 5 packs. He thanks her."
13729857,"Jane: hey david, you're coming home for christmas next week right?
David: of course
Jane: good
Jane: do you know what your dad would like for christmas?
Jane: i can't think of anything
David: you should get him an ipad
David: he can read books, email, watch movies, play games
Jane: ok, that sounds good, where can i get one?
David: i'll order it online and have it shipped home
Jane: thanks for your help
Jane: and please let me know when you'll get here once your travel arrangements are set.",Jane confirms David's Christmas plans and seeks gift advice. David suggests an iPad for their dad. They plan to order it online together.
13680398,"Hollie: How are you?
Amy: hey
Amy: i'll get back to you later, working now
Hollie: Ok.","Hollie checks in on Amy, who is busy and promises to respond later."
13730772,"Huda: going swimming wanna join?
Alex: sure.. what time?
Huda: in 2 hours 
Alex: ok i will be there then
Huda: see ya","Huda invited Alex to go swimming in two hours, and Alex agreed to meet there."
13611559,"Teacher: Rashi, why are you so low? 
Rashi: Ma’am I’m a bit confused about my career. 
Teacher: What is your confusion?
Rashi: I was discussing with my friends about the career options. 
Teacher: Hmm.
Rashi: There are too many to choose from.
Teacher: Choose a career based on what truly interests you. 
Rashi: I have many that interests me. How does it determine the career?
Teacher: The passion you have for what you do drives you to success. 
Rashi: But what about earnings?
Teacher: Remember at some point of time one should learn to balance  between duties and success.
Rashi: How do I do that?
Teacher: Choose a career which interests you, get experienced and try to progress and widen the scope after a while.
Rashi: Hmm, ok.
Teacher: Something like earn and learn sort of..
Rashi: You are so right. I will remember this.
Teacher: So hope I managed to answer your questions.
Rashi: Yes mam! Thank you very much! 
Teacher : You are most welcome, Rashi.",Teacher advises Rashi to choose a career based on passion and balance earnings with learning and progression.
13829829,"Marta: Hey hey :)
Marta: 😊
Marta: Do you happen to know a good technician, that fixes PC's? 😑
Joel: Hello! No, sorry. I only know of the guys in IT, back at the office. However Pablo, the best one on the team, he is on vacation this week..:/
Joel: Ask Cynthia or Elena, they might know someone.
Marta: Ok, thank you! Yes, I will give them a try 🤞",Marta asks Joel for a PC technician recommendation; Joel suggests asking colleagues Cynthia or Elena.
13611640,"Ann: What should I prepare 4 my dad's birthday?
Fiona: How old is he?
Ann: turning 50
Fiona: wow, a round birthay, it must be sth big
Ann: I know, but I don't have any idea
Fiona: surprise party?
Ann: My dad hates dose
Fiona: ok, so what does he like?
Ann: I don't know, he watch a lot of military movie
Fiona: well, a movie ticket is probably not what you thought of
Ann: not even close
Fiona: Maybe some event. U know like bungee jumping or parachute jump
Ann: that would be nice but he's afraid of heights
Fiona: damn, maybe sth you can do together
Ann: well I was plannig dinner with the whole family, but that's not enough
Fiona: yes, there should be sth special also
Ann:  I know, but I'm out of 
Fiona: Let me think. Nothing with heights but maybe sth on the ground? Racing? Horse riding?
Ann: ok, it's a good direction. Maybe some team play, we could go with the whole family
Fiona: u said he likes military... maybe paintball? 
Ann: I don't know how my mum will react but I like it :D
Fiona: I guess she's not into military
Ann: not really, no. But it's dad's birthday so she has to accept it. Thx for the help
Fiona: no problem",Ann seeks birthday gift ideas for her dad turning 50. Fiona suggests a paintball event for the family.
13829756,"Lisa: I have to clean the house.
Bob: Yes, it's very dirty.
Lisa: You can help me.
Bob: Why me?
Lisa: Because you helped make it dirty.
Bob: What do you want me to do?
Lisa: I want you to clean the bathroom.
Bob: Oh, that's easy.
Lisa: Clean the sink, the tub, the counter, and the toilet.
Bob: That's a lot of work.
Lisa: Tell me when you finish.
Bob: I don't think so. You'll just give me more work. ","Lisa asks Bob to help clean the dirty house, assigning him bathroom cleaning tasks, to which Bob hesitates."
13729790,"luke: Hey, was just thinking, we should avail ourselves for team selection tomorrow regardless of our injuries
martial: thats what i was thinking also
luke: we should let Jose know that tomorrow
martial: the first thing in the morning infact
luke: the fixtures are really piling up and we need to help the team
martial: yeah, thats for sure, we are a family
luke: we will the coach know that we are ready to play
martial: despite the little pain, me i'm ready
luke: me too
martial: so we meet up at carrington and go to his office very early
luke: yeah, both of us
martial: ok, we'll go together
luke: cool 
martial: ok",Luke and Martial plan to inform their coach they are ready for team selection despite injuries. They will meet early.
13828618,"Frederick: do u like ur new next door neighbors?
Frederick: they seemed really cool yesterday when we ran into them
Ricky: they're nice people but they're incredibly noise
Ricky: they also have parakeet that wouldn't stop squawking all night long hahaha
Frederick: sucks to be you",Frederick likes the new neighbors; Ricky finds them noisy due to a loud parakeet.
13729101,"Brenda: Hello, is this Sandra Donovan?
Sandra: Yes, well that was my maiden name, it's Sandra Taylor now.
Brenda: It's Brenda Riley, we used to work together in the clothes factory!
Sandra: Oh my God! Bren! How are you, it must be 25 years!
Brenda: I'm fine, I live in Stoke now, moved away from Brum in the late 90s.
Sandra: I still live in Kings Norton, same house, same husband! I've got 4 grandchildren now, ages 2, 4, 9 and 15! How about you?
Brenda: Unfortunately, my husband Bill died 5 years ago, I have only one grandchild, she's 7, my little angel, she doesn't remember her Gramps. 
Sandra: So sorry, love, I remember your Bill, he had long black hair and massive sideburns, didn't he?
Brenda: Well, yes, about 45 years ago, he was bald when he passed away. He loved to dance, he did Northern Soul, we both did actually. Went up to Wigan on weekends, happy times!
Sandra: Oh yes, I remember that craze, bit energetic for me! We liked disco instead! We had some great dinner dances with the factory, do you remember them?
Brenda: Yes! Us all dressed up with our long dresses and the men with their frilly evening shirts, lovely memories!
Sandra: Do you still see any of the girls from Lister's?
Brenda: No, but I heard that Marigold Carter died, very sad.
Sandra: Hey Bren, I've had a brainwave! How about we organise a reunion for the Lister's girls, look on social media for them?
Brenda: Actually, I was thinking along those lines! Do you fancy meeting up, just you and me? I can come down to Birmingham anytime.
Sandra: That would be lovely! Can you manage it next Saturday? We could meet about 11ish and go for lunch and a good old trip down memory lane!
Brenda: Oh yes! I'd love that! I'll get back to you about train times soon!
Sandra: Ok! Bye love!","Brenda and Sandra reconnect after 25 years, sharing memories and planning a reunion. They excitedly agree to meet next Saturday."
